company_id,type,rule_id,text,confidence_pct
MOTHERSON,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
NAUKRI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
NAUKRI,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
NAUKRI,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
NESTLEIND,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
NESTLEIND,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
NESTLEIND,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91
NESTLEIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,90
NESTLEIND,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
NHPC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
NHPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,90
NHPC,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
NHPC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
NHPC,con,CON_8,Debt levels have increased consistently over the last three years.,91
NHPC,con,CON_12,Revenue growth below 5% over five years indicates weak long-term business expansion.,88
NTPC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
ONGC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
ONGC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,90
ONGC,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
PFC,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
PFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,90
PFC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
PFC,con,CON_1,High debt-to-equity ratio indicates elevated financial leverage and risk.,95
PFC,con,CON_6,Low interest coverage indicates difficulty servicing debt obligations.,94
PIDILITIND,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
PIDILITIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,90
PNB,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
PNB,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
PNB,con,CON_1,High debt-to-equity ratio indicates elevated financial leverage and risk.,95
PNB,con,CON_2,Negative free cash flow for three consecutive years raises concerns about cash generation.,92
POWERGRID,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,90
POWERGRID,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
POWERGRID,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
RECLTD,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91
RECLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,90
RECLTD,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
RECLTD,con,CON_1,High debt-to-equity ratio indicates elevated financial leverage and risk.,95
RECLTD,con,CON_2,Negative free cash flow for three consecutive years raises concerns about cash generation.,92
RELIANCE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,90
SBILIFE,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SBILIFE,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,100
SBILIFE,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
SHREECEM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SHREECEM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,90
SHRIRAMFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,87
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,90
SHRIRAMFIN,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
SHRIRAMFIN,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
SHRIRAMFIN,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,93
SHRIRAMFIN,con,CON_1,High debt-to-equity ratio indicates elevated financial leverage and risk.,95
SHRIRAMFIN,con,CON_2,Negative free cash flow for three consecutive years raises concerns about cash generation.,92
SHRIRAMFIN,con,CON_6,Low interest coverage indicates difficulty servicing debt obligations.,94
SIEMENS,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SIEMENS,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,87
SIEMENS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,90
SUNPHARMA,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SUNPHARMA,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,90
SUNPHARMA,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
SUNPHARMA,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,93
TATACONSUM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
TATACONSUM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,90
TATACONSUM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TATACONSUM,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TATACONSUM,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,93
TATACONSUM,con,CON_8,Debt levels have increased consistently over the last three years.,91
TATAMOTORS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,87
TATAPOWER,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TATASTEEL,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TATASTEEL,con,CON_5,"Revenue has declined for consecutive years, indicating weakening business momentum.",90
TATASTEEL,con,CON_8,Debt levels have increased consistently over the last three years.,91
TCS,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TCS,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,87
TCS,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TCS,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
TECHM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
TECHM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TITAN,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TITAN,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,87
TITAN,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TITAN,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,93
TITAN,con,CON_8,Debt levels have increased consistently over the last three years.,91
TORNTPHARM,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91
TORNTPHARM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,87
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,90
TORNTPHARM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TORNTPHARM,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
TORNTPHARM,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,93
TRENT,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,87
TRENT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,90
TRENT,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TRENT,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,93
TVSMOTOR,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,87
TVSMOTOR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,90
TVSMOTOR,con,CON_1,High debt-to-equity ratio indicates elevated financial leverage and risk.,95
TVSMOTOR,con,CON_2,Negative free cash flow for three consecutive years raises concerns about cash generation.,92
ATGL,pro,PRO_DEFAULT,Company demonstrates stable financial performance but does not currently satisfy any major positive screening rule.,60
BHEL,pro,PRO_DEFAULT,Company demonstrates stable financial performance but does not currently satisfy any major positive screening rule.,60
GODREJCP,pro,PRO_DEFAULT,Company demonstrates stable financial performance but does not currently satisfy any major positive screening rule.,60
JINDALSTEL,pro,PRO_DEFAULT,Company demonstrates stable financial performance but does not currently satisfy any major positive screening rule.,60
SBIN,pro,PRO_DEFAULT,Company demonstrates stable financial performance but does not currently satisfy any major positive screening rule.,60
ABB,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
ADANIENT,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
ADANIPORTS,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
ADANIPOWER,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
APOLLOHOSP,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
ASIANPAINT,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
ATGL,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
BAJAJ-AUTO,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
BAJAJHLDNG,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
BEL,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
BOSCHLTD,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
BRITANNIA,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
CIPLA,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
COALINDIA,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
DIVISLAB,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
DMART,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
DRREDDY,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
EICHERMOT,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
HAVELLS,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
HCLTECH,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
HDFCLIFE,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
HINDALCO,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
HINDUNILVR,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
ICICIGI,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
ICICIPRULI,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
INDIGO,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
INFY,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
IRCTC,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
ITC,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
JSWSTEEL,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
LICI,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
M&M,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
MARUTI,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
MOTHERSON,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
NAUKRI,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
NESTLEIND,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
NTPC,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
ONGC,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
PIDILITIND,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
POWERGRID,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
RELIANCE,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
SBILIFE,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
SBIN,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
SHREECEM,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
SIEMENS,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
SUNPHARMA,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
TATAMOTORS,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
TATAPOWER,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
TCS,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
TECHM,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
TORNTPHARM,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
TRENT,con,CON_DEFAULT,No significant financial weaknesses were detected by the rule engine. Future performance should continue to be monitored.,60
